,Class,News
1848,1,honkarakenne oyj worldleading manufacturer genuine wooden homes sponsoring finnish crosscountry skier virpi kuitunen years
1849,2,looking forward contribute srv s success competence says taneli hassinen
1850,1,turn fradkov said russia interested adopting finnish experience forming technology parks framework implementing law special economic zone
1851,2,combines perfect price performance sophisticated management facilities company said
1852,2,provides customers industryleading elevators escalators innovative solutions maintenance modernization
1853,1,said comptel delivers reliable provisioning activation solutions improve fulfilment processes operators
1854,2,kemira coatings leading supplier paints northern eastern europe providing consumers professionals branded products approx
1855,1,lt commitment redeem remaining shares end
1856,1,proline plus mechanical liquid handling device robust design suitable types applications
1857,1,nokia said generation mobile gaming platform makes easy people buy play share rich immersive games range nokia devices
1858,1,bavelloni s nst s joint ventures bavelloni tools completes semiproducts produced italy highquality tools sold diapol brand
1859,1,panostaja financially secure finnish multifield corporation creates healthy companies company entities
1860,2,poyry good track record major transportation projects latin america
1861,1,shareholders right agenda agm items competence general meeting
1862,1,far company awarded worth tools materials
1863,1,supported nokia phones include n ngb n nn n n n n n n n n n n n n n e e e e e e eei e e e touch xpress classic navigator classic navigator xm
1864,2,basware connectivity services allow companies handle purchase pay processes online make internal processes efficient said ceo ilkka sihvo basware corporation
1865,1,company s main shareholders lihakunta itikka osuuskunta commitment acquire shares worth eur mn
1866,1,engines asiapacific industry profile essential resource toplevel data analysis covering engines industry
1867,2,itunesbased material accessible windowsbased macintosh computers transferable portable devices including apple s ipods
1868,1,machine annual production capacity tonnes supercalendered magazine paper paper grades based recovered fiber stora enso said
1869,1,moscow metro wwwmosmetroru metro europe implement smart cards new type magnetic card
1870,1,stonegate product centrally manageable suited physical virtual environments
1871,1,total scholarship euros recipients chosen recommendation fine arts universities sports associations
1872,1,tower s engineers created degree westward lean times inclination leaning tower pisa using diagrid structures aligned geometrically using tekla structures bim building information modeling software
1873,1,winners included honda odyssey minivan nissan armada large suv
1874,1,companies sq m office commercial building substantial building right new shopping center liljeholmen stockholm
