,News
4409,"['net', 'sale', 'dropped', 'yearonyear', 'eur', 'million']"
4096,"['finnish', 'energy', 'company', 'fortum', 'oyj', 'said', 'november', 'granted', 'environmental', 'permit', 'build', 'biofuelfired', 'combined', 'heat', 'power', 'chp', 'plant', 'vartan', 'harbor', 'eastern', 'stockholm']"
2269,"['agreement', 'shb', 'december', 'finnish', 'financial', 'service', 'group', 'aktia', 'hel', 'aktav', 'concluded', 'market', 'making', 'agreement', 'svenska', 'handelsbanken', 'sto', 'shb', 'shb', 'party', 'said', 'today']"
2893,"['finland', 's', 'technopolis', 'planning', 'bring', 'section', 'technopark', 'stream', 'st', 'petersburg', 'end', 'kari', 'mikkonen', 'vice', 'president', 'technopolis', 'told', 'reporter', 'helsinki']"
2851,"['com', 'possibly', 'photomsn']"
3853,"['final', 'outcome', 'right', 'offering', 'reported', 'october']"
1861,"['shareholder', 'right', 'agenda', 'agm', 'item', 'competence', 'general', 'meeting']"
640,"['second', 'quarter', 'group', 's', 'pretax', 'loss', 'narrowed', 'eur', 'eur']"
4091,"['transaction', 'rationalize', 'pulp', 'paper', 'industry', 'related', 'solution']"
637,"['agj', 'recorded', 'eur', 'mln', 'sale', 'generated', 'export', 'customer', 'western', 'europe', 'statement', 'said']"
3336,"['property', 'purchased', 'swedish', 'private', 'equity', 'real', 'estate', 'firm', 'niam', 'goldman', 'sachs', 'whitehall', 'street', 'real', 'estate', 'fund']"
4303,"['chuck', 'smith', 'laid', 'housing', 'consultant', 'job', 'wife', 'cut', 'spending', 'half', 'family', 'having', 'rely', 'wife', 's', 'income']"
2096,"['finlandbased', 'international', 'machinery', 'rental', 'company', 'ramirent', 'plc', 'omx', 'helsinki', 'rmrv', 'reported', 'friday', 'august', 'operating', 'profit', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'period', 'januaryjune']"
4349,"['finnish', 'food', 'concern', 'atrium', 'acquire', 'estonian', 'meat', 'processing', 'company', 'woro', 'kommerts', 'vastsekuuste', 'lihatoostus', 'reported', 'official', 'website', 'wwwinvestinestoniacom']"
4791,"['building', 'home', 'improvement', 'trade', 'net', 'sale', 'totalled', 'eur', 'mn', 'eur', 'mn', 'year', 'earlier']"
3484,"['development', 'partly', 'reflect', 'government', 's', 'higher', 'activity', 'field', 'dividend', 'policy']"
2697,"['site', 'included', 'later']"
921,"['position', 'pursue', 'novel', 'clinical', 'candidate', 'going', 'forward']"
546,"['reached', 'agreement', 'union', 'flight', 'continue', 'normal', 'finnair', 'spokesman', 'usko', 'maatta', 'said']"
3894,"['remaining', 'funded', 'debt', 'danish', 'bank', 'said']"
3971,"['completion', 'deal', 'panostaja', 'establish', 'new', 'business', 'area', 'group', 'focus', 'heat', 'treatment', 'metal']"
2028,"['net', 'sale', 'eur', 'billion', 'international', 'operation', 'accounted', 'roughly', 'quarter']"
1885,"['russia', 'ready', 'participate', 'open', 'tender', 'lattelecom', 's', 'privatization']"
1642,"['order', 'valued', 'eurm']"
3329,"['presentation', 'material', 'viewed', 'company', 's', 'website', 'english', 'conference']"
4664,"['comparable', 'operating', 'profit', 'decreased', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
2097,"['finnish', 'aluminium', 'product', 'manufacturer', 'nordic', 'aluminium', 'plc', 'omx', 'helsinki', 'noav', 'reported', 'monday', 'august', 'operating', 'profit', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'period', 'januaryjune']"
4225,"['nokia', 'requesting', 'company', 'stop', 'making', 'selling', 'mobile', 'phone', 'pay', 'monetary', 'damage', 'cost']"
3380,"['total', 'value', 'delivery', 'eurm']"
4359,"['term', 'condition', 'year', 'stock', 'option', 'scheme', 'published', 'stock', 'exchange', 'release', 'march']"
4814,"['rapid', 'decrease', 'net', 'sale', 'personnel', 'reduction', 'carried', 'wider', 'scale', 'initially', 'expected']"
836,"['finnish', 'financial', 'solution', 'developer', 'basware', 'corporation', 'omx', 'helsinki', 'basv', 'said', 'tuesday', 'september', 'deliver', 'complete', 'invoice', 'automation', 'solution', 'large', 'engineering', 'construction', 'technical', 'service', 'organization']"
601,"['january', 'ephc', 'board', 'director', 'approved', 'increase', 'quarterly', 'dividend', 'share']"
2184,"['sale', 'expected', 'increase', 'end', 'year']"
3660,"['lt', 'acquired', 'pct', 'stake', 'local', 'sector', 'company', 'salvor', 'oy', 'beginning', 'september']"
2361,"['new', 'share', 'option', 'right', 'plan', 'packaging', 'company', 'huhtamaki', 'oyj', 'reported', 'monday', 'total', 'new', 'share', 'company', 'issued', 'based', 'share', 'subscription', 'option', 'right', 'plan']"
4177,"['result', 'people', 'redundant', 'total', 'person', 'laid', 'temporarily']"
1582,"['pharmaceutical', 'spain', 'brandnew', 'market', 'analysis', 'give', 'clear', 'overview', 'actual', 'situation', 'future', 'outlook', 'pharmaceutical', 'market', 'spain']"
4137,"['purchase', 'price', 'paid', 'cash', 'closure', 'transaction', 'scheduled', 'april']"
4194,"['midnighttrader', 'realtime', 'report', 'delayed']"
2591,"['buyer', 'real', 'estate', 'owner', 'propertos', 'oy', 'company', 'agreed', 'disclose', 'financial', 'detail', 'deal']"
1070,"['pearl', 'plaza', 'llc', 'joint', 'venture', 'srv', 'shanghai', 'industrial', 'investment', 'holding', 'concluded', 'investment', 'decision', 'construction', 'phase', 'shopping', 'center', 'saint', 'petersburg', 'russia']"
1775,"['finnish', 'kci', 'konecranes', 'awarded', 'order', 'hot', 'metal', 'ladle', 'crane', 'indian', 'steel', 'producer', 'bhushan', 'steel', 'strip', 'delivered']"
4663,"['cocacola', 'market', 'leader', 'manufacturer', 'market', 'share', 'corresponding', 'period']"
1283,"['lsc', 's', 'employee', 'ixonos', 'existing', 'status', 'benefit']"
2894,"['finlandbased', 'company', 'lænnen', 'tehtaat', 'raisio', 'decided', 'dissolve', 'joint', 'venture', 'company', 'zao', 'scandic', 'feed', 'established', 'start', 'local', 'animal', 'feed', 'business', 'feed', 'production', 'northwest', 'russia']"
4611,"['compared', 'ftse', 'index', 'fell', 'point', 'day', 'relative', 'price', 'change']"
1836,"['basic', 'banking', 'activity', 'continued', 'normal']"
3977,"['look', 'forward', 'future', 'development', 'company', 'say', 'tomas', 'billing', 'president', 'nordstjernan']"
1019,"['additionally', 'retailer', 'use', 'hardware', 'task', 'store', 'warehouse', 'providing', 'substantial', 'saving', 'support', 'infrastructure', 'cost']"
4447,"['ramirent', 'million', 'kroon', 'eur', 'mln', 'loss', 'year', 'year', 'company', 'million', 'kroon', 'black']"
1326,"['regulatory', 'news', 'nomination', 'committee', 'cybercom', 'sto', 'cybe', 'unanimous', 'proposal', 'proposes', 'election', 'jon', 'risfelt', 'new', 'chairman', 'board']"
475,"['alexandria', 'va', 'july', 'hannu', 'kahonen', 'juuka', 'finland', 'developed', 'ornamental', 'design', 'handle', 'pit', 'door', 'patent', 'trademark', 'office', 'announced']"
3270,"['identity', 'buyer', 'known']"
1651,"['record', 'date', 'dividend', 'distribution', 'march']"
3788,"['company', 'equipped', 'sculptural', 'complex', 'rabochy', 'kolkhoznitsa', 'worker', 'collective', 'farmer', 'moscow', 'snow', 'melting']"
4155,"['finnish', 'honkarakenne', 'specialises', 'building', 'log', 'house', 'planning', 'use', 'pine', 'russian', 'karelia']"
2480,"['addition', 'fixedterm', 'employment', 'contract', 'extended', 'people', 'leave', 'company', 'pension', 'arrangement']"
2357,"['lowest', 'bidder', 'final', 'approval', 'awaited']"
4753,"['operating', 'profit', 'totaled', 'eur', 'mn', 'eur', 'mn']"
1373,"['dividend', 'payable', 'february', 'shareholder', 'record', 'january']"
739,"['customer', 'satisfied', 'basware', 'invoice', 'automation', 'solution', 'extends', 'implementation', 'new', 'geography']"
3832,"['ebrd', 'using', 'fund', 'provide', 'mln', 'loan', 'b', 'portion', 'mln', 'euro', 'syndicated', 'finnish', 'commercial', 'bank', 'nordea', 'bank', 'finland', 'plc', 'mln', 'euro', 'pohjola', 'bank', 'plc', 'mln', 'euro']"
2321,"['takeover', 'panostaja', 'expands', 'business', 'area', 'specialising', 'digital', 'printing', 'previously', 'consists', 'subsidiary', 'kopijyva', 'oy', 'sokonet', 'oy']"
867,"['fitch', 'note', 'business', 'fundamental', 'bank', 'currently', 'remain', 'sound']"
1140,"['elcoteq', 'elcoteq', 'se', 'leading', 'electronics', 'manufacturing', 'service', 'em', 'company', 'communication', 'technology', 'field']"
997,"['uponor', 'improved', 'performance', 'spite', 'decrease', 'residential', 'construction']"
1337,"['simmons', 'elected', 'dcuc', 'chairman', 'portsmouth', 'nhgordon', 'simmons', 'ceo', 'service', 'credit', 'union', 'elected', 'chairman', 'defense', 'credit', 'union', 'council', 'term']"
541,"['operating', 'profit', 'eur', 'mn', 'eur', 'mn']"
1099,"['issuer', 'solely', 'responsible', 'content', 'announcement']"
1132,"['want', 'credit', 'card', 'info', 'personal', 'detail']"
3852,"['filter', 'tip', 'cover', 'volume', 'range', 'ðl', 'including', 'new', 'size', 'ðl', 'volume', 'capacity']"
2581,"['teleste', 'set', 'divided', 'broadband', 'cable', 'network', 'video', 'network', 'business', 'area']"
3778,"['center', 'built', 'kapuli', 'district', 'mantsala', 'hankomantsalaporvoo', 'road', 'near', 'new', 'direct', 'rail', 'link', 'lahti', 'jarvenpaa']"
59,"['sweden', 'gallerix', 'accumulated', 'sek', 'denominated', 'sale', 'eur', 'denominated', 'sale']"
3386,"['transaction', 'announced', 'september', 'pohjola', 'insurance', 'agreed', 'pay', 'eur', 'million', 'usd', 'm', 'cash', 'pohjantahti']"
1938,"['managing', 'director', 's', 'comment', 'net', 'sale', 'quarter', 'notably', 'lower', 'year', 'especially', 'finland', 'russia', 'baltic', 'country']"
3107,"['rlnordic', 'raiffeisenbankinggroup', 'austria', 'subsidiary', 'raiffeisenleasing', 'gmbh', 'austria']"
4784,"['order', 'received', 'period', 'review', 'fell', 'quarteronquarter', 'eur', 'million', 'recorded', 'second', 'quarter']"
1078,"['teliasonera', 'leading', 'telecommunication', 'company', 'nordic', 'baltic', 'region']"
3480,"['marimekko', 'operates', 'industry', 'change', 'business', 'climate', 'reflected', 'consumer', 'demand']"
2966,"['incap', 'contract', 'manufacturing', 'subsidiary', 'incap', 'corporation', 'finland']"
940,"['according', 'report', 'neomarkka', 'kuitu', 'finland', 's', 'customer', 'interested', 'buying', 'company', 's', 'product', 'restarts', 'production']"
1080,"['address', 'location', 'provided', 'local', 'controller', 'preferably', 'wireless', 'transmission', 'us', 'address', 'location', 'access', 'appliance', 'control', 'module']"
187,"['eps', 'quarter', 'eur', 'compared', 'eur', 'quarter', 'representing', 'group', 'net', 'sale', 'quarter', 'eur', 'm', 'compared', 'eur', 'm', 'quarter']"
4053,"['stock', 'hit', 'profit', 'warning', 'finnish', 'rival', 'rautaruukki', 'oyj', 'omx', 'rtrks']"
2085,"['commencing', 'construction', 'work', 'pearl', 'plaza', 'significant', 'step', 'russian', 'project']"
2249,"['agreement', 'japrotek', 'deliver', 'storage', 'tank', 'volume', 'range', 'cu', 'm', 'cu', 'm', 'included', 'agitator']"
4742,"['baltic', 'country', 'development', 'operation', 'reorganisation', 'continued', 'nonrecurring', 'item', 'related', 'takeover', 'process', 'lowered', 'earnings']"
2023,"['instead', 'elcoteq', 'signed', 'nonbinding', 'letter', 'intent', 'asian', 'strategic', 'investor']"
3795,"['company', 'net', 'sale', 'eur', 'mn', 'pretax', 'profit', 'eur', 'mn']"
3837,"['enterprise', 'value', 'maritim', 'food', 'determined', 'approximately', 'eurm']"
4526,"['m', 'communication', 'disclaims', 'liability', 'information', 'provided', 'information', 'world', 'wide', 'web']"
226,"['kone', 's', 'net', 'sale', 'rose', 'yearonyear', 'month']"
4277,"['share', 'subscription', 'period', 'expire', 'september']"
1929,"['use', 'case', 'dramatically', 'narrow', 'hot', 's']"
2899,"['finnish', 'fibrebased', 'material', 'maker', 'ahlstrom', 'corp', 'hel', 'ahlv', 'said', 'today', 'decided', 'close', 'spunlace', 'composite', 'production', 'line', 'number', 'chirnside', 'plant', 'uk', 'end', 'march']"
4354,"['number', 'salaried', 'employee', 'group', 'administration', 'employee', 'dismissed', 'sievi', 'unit']"
1404,"['opportunity', 'available', 'employee']"
2179,"['production', 'expand', 'elcoteq', 's', 'location', 'including', 'mexico', 'hungary']"
697,"['finnish', 'power', 'supply', 'solution', 'system', 'provider', 'efore', 'oyj', 'said', 'net', 'loss', 'widened', 'mln', 'euro', 'mln', 'quarter', 'fiscal', 'ending', 'october', 'euro', 'mln', 'period', 'fiscal']"
1124,"['respect', 'decision', 'discussion', 'closed', 'said', 'kai', 'telanne', 'alma', 'medium', 's', 'ceo']"
2656,"['new', 'majority', 'owner', 'aspocomp', 'thailand', 'certain', 'private', 'person', 'belonging', 'immediate', 'circle', 'aspocomp', 's', 'present', 'joint', 'venture', 'partner', 'saha', 'pathana', 'interholding', 'plc']"
2770,"['affecto', 'participated', 'program', 'development', 'norwegian', 'pension']"
1778,"['combining', 'producer', 'create', 'strong', 'eubased', 'fertilizer', 'industry', 'capable', 'meeting', 'global', 'competition', 'added']"
4023,"['said', 'sale', 'actively', 'marketing']"
1037,"['fiskars', 'world', 's', 'scissors', 'brand', 'tm', 'recently', 'won', 'learning', '\x8b', 'magazine', 's', 'teacher', 'choice', 'award', 'classroom']"
4018,"['finnish', 'automation', 'solution', 'developer', 'cencorp', 'corporation', 'omx', 'helsinki', 'cncv', 'reported', 'thursday', 'november', 'operating', 'loss', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'period', 'january', 'september']"
2256,"['company', 'aim', 'annual', 'saving', 'eurm', 'main', 'expected', 'realized', 'year']"
313,"['extension', 'new', 'contract', 'engine', 'plant', 'produce', 'mw', 'said']"
2281,"['glaston', 'efficiency', 'measure', 'unit']"
1416,"['report', 'profile', 'company', 'including', 'key', 'niche', 'player', 'worldwide', 'black', 'decker', 'corporation', 'fiskars', 'corporation', 'fiskars', 'brand', 'husqvarna', 'outdoor', 'product', 'k', 'group', 'ryobi', 'technology', 'scott', 'miraclegro', 'company', 'van', 'group']"
1036,"['finnish', 'civil', 'aviation', 'administration', 'decided', 'temporarily', 'reopen', 'finnish', 'capital', 's', 'helsinki', 'airport', 'pm', 'pm', 'monday', 'local', 'time']"
2159,"['net', 'sale', 'sataflexo', 'group', 'came', 'eur', 'm', 'group', 'company', 'employed', 'total', 'people']"
3997,"['sale', 'result', 'capital', 'loss', 'eurm', 'solidium', 'obtained', 'tikkurila', 'share', 'march']"
1754,"['mr', 'atul', 'chopra', 'chief', 'operating', 'officer', 'president', 'tecnotree', 'elaborated', 'eager', 'continued', 'success', 'tecnomen', 'bringing', 'lifetree', 'product', 'mena', 'tecnotree', 'umbrella']"
2952,"['addition', 'mids', 'online', 'enable', 'internet', 'browsing']"
2650,"['measure', 'taken', 'cause', 'onetime', 'cost', 'final']"
3990,"['konecranes', 'oyj', 'kcrv', 'fh', 'fell', 'percent', 'euro', 'biggest', 'fall', 'june']"
3176,"['change', 'effect', 'january', 'estimated', 'impact', 'number', 'employee']"
3254,"['firm', 's', 'service', 'include', 'copying', 'printing', 'cadmodelling', 'digital', 'printing', 'scanning', 'sokopro', 'project', 'bank', 'courier', 'service']"
1506,"['bg', 'crane', 'strong', 'customer', 'base', 'onroad', 'load', 'handling', 'related', 'installation', 'service', 'business']"
1923,"['popular', 'paper', 'far', 'kesko', 's', 'loyal', 'customer', 'magazine', 'pirkka', 'reader']"
448,"['company', 'aim', 'finalize', 'negotiation', 'sign', 'contract', 'start', 'october']"
2414,"['endaugust', 'sampo', 'nordea', 's', 'biggest', 'shareholder', 'stake', 'followed', 'state']"
2404,"['development', 'online', 'business', 'continue']"
4816,"['finnish', 'waste', 'management', 'cleaning', 'group', 'lassila', 'tikanoja', 'oyj', 'lt', 'net', 'profit', 'went', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln']"
2437,"['share', 'entitled', 'vote']"
361,"['profit', 'share', 'eur', 'eur']"
2183,"['russia', 'accounted', 'lagardere', 'magazine', 'division', 's', 'revenue', 'eur', 'mn', 'usd', 'mn', 'usa']"
1134,"['relevant', 'authority', 'approval', 'make', 'mandatory', 'bid', 'required', 'finnish', 'security', 'market', 'act']"
3674,"['marketing', 'use', 'tikkurila', 's', 'existing', 'infra', 'structure', 'local', 'knowledge', 'russia']"
2155,"['net', 'profit', 'period', 'million', 'euro']"
1830,"['finnish', 'raute', 'precision', 'supply', 'weighing', 'dosing', 'system', 'plant', 'changing', 'lahti', 'precision']"
1053,"['lemminkainen', 'infra', 'oy', 's', 'subsidiary', 'lemminkainen', 'sverige', 'ab', 'perform', 'construction', 'work', 'expected', 'start', 'early', 'completed', 'summer']"
22,"['megafon', 's', 'subscriber', 'base', 'increased', 'million', 'user', 'december', 'market', 'share', 'number', 'customer', 'amounted', 'late', 'late', 'according', 'teliasonera', 'estimate']"
2066,"['ve', 'allocated', 'money', 'inventory']"
1653,"['secondquarter', 'net', 'sale', 'expected', 'par', 'quarter']"
2458,"['finnish', 'metal', 'component', 'supplier', 'componenta', 'december', 'applied', 'approval', 'turkish', 'capital', 'market', 'board', 'launch', 'mandatory', 'offer', 'remaining', 'share', 'iron', 'aluminium', 'casting', 'producer', 'doktas', 'dokumculuk']"
